If A is -171, 59, 36, 76, then B is 26, 10.
If A is -64, -39, -69, 172, then B is 10, 23.
If A is 25, -92, -86, 153, then B is 14, 9.
If A is -40, -66, 172, -66, then B is 12, 0.
If A is -41, 172, -65, -66, then B is 8, 14.
If A is 78, 118, -80, -116, then B is 23, 0.
If A is -45, -64, 173, -64, then B is 23, 0.
If A is -111, -87, 82, 116, then B is 0, 26.
If A is -87, -73, -5, 165, then B is 0, 24.
If A is -58, -58, 173, -58, then B is 0, 32.
If A is 97, -94, 103, -106, then B is 8, 14.
If A is -55, 173, -59, -59, then B is 21, 0.
If A is 161, -111, -38, -12, then B is 6, 11.
If A is 172, -73, -42, -57, then B is 19, 0.
If A is -92, 39, -93, 146, then B is 0, 25.
If A is -57, 134, -127, 51, then B is 12, 19.
If A is -100, -99, 115, 84, then B is 0, 15.
If A is 103, -119, 95, -79, then B is 0, 24.
If A is -125, -53, 35, 143, then B is 0, 16.
If A is -93, 45, -95, 143, then B is 0, 17.
If A is -64, -49, 173, -61, then B is 23, 0.
If A is 173, -69, -57, -47, then B is 21, 17.
If A is -57, -57, 173, -59, then B is 24, 0.
If A is -59, -55, -59, 173, then B is 0, 11.
If A is -6, -78, -81, 165, then B is 14, 16.
If A is 167, -24, -46, -97, then B is 15, 0.
If A is 173, -59, -58, -56, then B is 4, 7.
If A is -85, -100, 39, 146, then B is 30, 16.
If A is -121, -28, -7, 157, then B is 10, 36.
If A is 7, 161, -84, -84, then B is 12, 0.
If A is -52, -62, 173, -59, then B is 15, 0.
If A is -45, -64, 173, -64, then B is 17, 0.
If A is 173, -57, -47, -69, then B is 14, 0.
If A is -32, 165, -104, -29, then B is 20, 0.
If A is -85, -111, 122, 74, then B is 12, 8.
If A is -127, 67, -63, 124, then B is 0, 18.
If A is -68, 172, -66, -38, then B is 0, 16.
If A is -71, 161, 5, -95, then B is 16, 0.
If A is -83, -83, 162, 4, then B is 0, 16.
If A is -55, -60, 173, -58, then B is 0, 17.
If A is -14, -104, 164, -46, then B is 0, 20.
If A is -48, -67, -58, 173, then B is 20, 12.
If A is -100, 86, 113, -99, then B is 26, 0.
If A is -60, -40, 172, -72, then B is 25, 0.
If A is 78, 119, -98, -100, then B is 14, 0.
If A is -37, 9, 152, -124, then B is 23, 0.
If A is -52, -61, 173, -60, then B is 0, 15.
If A is -58, -58, 173, -58, then B is 0, 26.
If A is 158, -98, 13, -72, then B is 10, 18.
If A is -80, -32, 171, -59, then B is 0, 24.
If A is -52, -19, 167, -95, then B is 19, 0.
If A is -46, 173, -64, -63, then B is 23, 0.
If A is -121, 142, 39, -60, then B is 0, 20.
If A is -54, 171, -34, -83, then B is 24, 0.
If A is -67, -38, -67, 172, then B is 0, 16.
If A is -56, 173, -68, -49, then B is 0, 18.
If A is -58, 173, -51, -64, then B is 5, 17.
If A is -57, 173, -59, -57, then B is 0, 20.
If A is -56, -58, 173, -60, then B is 22, 0.
If A is -70, -53, -49, 173, then B is 0, 14.
If A is 82, 116, -100, -99, then B is 16, 0.
If A is -46, 172, -72, -54, then B is 0, 18.
If A is -57, 172, -38, -76, then B is 20, 0.
If A is -59, 173, -59, -55, then B is 0, 16.
If A is -84, 169, -22, -63, then B is 0, 23.
If A is -128, -65, 114, 80, then B is 0, 18.
If A is -59, 173, -56, -58, then B is 13, 0.
If A is -68, -49, 173, -55, then B is 0, 20.
If A is -49, -63, 173, -61, then B is 19, 0.
If A is -39, -63, 172, -70, then B is 21, 0.
If A is -71, -70, -29, 171, then B is 0, 18.
If A is -90, 58, -103, 134, then B is 0, 19.
If A is -101, 128, -94, 67, then B is 0, 15.
If A is 169, -54, -89, -25, then B is 3, 8.
If A is -120, -39, 155, 3, then B is 0, 21.
If A is -33, 164, -24, -107, then B is 20, 0.
If A is -77, -73, 169, -19, then B is 0, 16.
If A is -91, -79, 12, 159, then B is 0, 15.
If A is -35, 171, -78, -58, then B is 24, 0.
If A is -77, -77, -13, 167, then B is 0, 15.
If A is 24, -72, 153, -105, then B is 15, 20.
If A is -43, 172, -71, -59, then B is 23, 0.
If A is -66, -49, 173, -58, then B is 14, 16.
If A is 170, -77, -26, -68, then B is 12, 0.
If A is -120, 91, -77, 107, then B is 0, 15.
If A is 111, 87, -83, -115, then B is 41, 18.
If A is 166, -41, -26, -100, then B is 10, 30.
If A is -58, -57, 173, -58, then B is 0, 16.
If A is -121, 72, -73, 122, then B is 19, 0.
If A is -87, -72, -7, 165, then B is 0, 17.
If A is 168, -72, -16, -80, then B is 13, 0.
If A is -61, -56, 173, -56, then B is 0, 16.
If A is 118, 10, 30, -158, then B is 15, 0.
If A is -71, -28, -71, 170, then B is 0, 13.
If A is -98, 162, -65, 1, then B is 0, 19.
If A is -69, -34, -69, 171, then B is 8, 11.
If A is 169, -55, -27, -87, then B is 22, 0.
If A is -82, -112, 66, 128, then B is 0, 16.
If A is -109, -83, 59, 133, then B is 6, 8.
If A is 150, -46, -123, 19, then B is 23, 17.
If A is -153, 13, 12, 128, then B is 21, 12.
If A is -58, 173, -60, -55, then B is 0, 20.
If A is -60, -41, 172, -71, then B is 7, 16.
If A is -81, 164, -82, -1, then B is 0, 16.
If A is -63, -59, 173, -51, then B is 18, 0.
If A is 173, -59, -63, -51, then B is 10, 9.
If A is -46, -58, 173, -68, then B is 13, 20.
If A is -58, -58, 173, -57, then B is 0, 20.
If A is -22, -76, -71, 169, then B is 10, 5.
If A is -62, -45, 173, -66, then B is 0, 24.
If A is 160, -90, -79, 10, then B is 9, 25.
If A is -111, 111, -88, 87, then B is 0, 13.
If A is -58, 173, -57, -58, then B is 0, 24.
If A is -37, -65, -70, 172, then B is 10, 7.
If A is -57, -64, 173, -52, then B is 0, 20.
If A is 31, 149, -69, -111, then B is 23, 0.
If A is 142, 32, -129, -45, then B is 15, 0.
If A is -59, -66, -48, 173, then B is 13, 4.
If A is 173, -59, -58, -56, then B is 6, 15.
If A is -56, 173, -58, -59, then B is 0, 23.
If A is -51, -74, 172, -48, then B is 27, 0.
If A is -15, 168, -75, -78, then B is 14, 23.
If A is 166, -76, -9, -81, then B is 15, 0.
If A is -63, 173, -59, -51, then B is 24, 0.
If A is 165, -27, -33, -105, then B is 24, 0.
If A is -39, -68, -65, 172, then B is 9, 5.
If A is -89, 148, 36, -94, then B is 17, 15.
If A is 173, -58, -58, -58, then B is 3, 33.
If A is -132, -43, 139, 36, then B is 0, 20.
If A is -73, 62, 129, -119, then B is 14, 16.
If A is -88, -101, 140, 49, then B is 0, 18.
If A is 76, 122, -97, -100, then B is 16, 0.
If A is 115, -92, -106, 83, then B is 28, 0.
If A is -84, 112, -114, 86, then B is 0, 17.
If A is -90, -69, -6, 165, then B is 41, 10.
If A is -98, 70, 126, -99, then B is 17, 0.
If A is -55, 173, -59, -60, then B is 0, 20.
If A is -46, -70, -56, 173, then B is 0, 12.
If A is -57, 173, -58, -58, then B is 0, 30.
If A is -76, -67, -27, 170, then B is 0, 15.
If A is 37, -164, 107, 20, then B is 0, 20.
If A is 173, -58, -62, -53, then B is 5, 20.
If A is -93, 75, -104, 122, then B is 8, 24.
If A is 29, 151, -96, -84, then B is 19, 0.
If A is -58, 23, 151, -116, then B is 18, 13.
If A is 83, 69, 16, -168, then B is 13, 8.
If A is -96, 78, -102, 120, then B is 0, 19.
If A is -60, 173, -67, -45, then B is 0, 24.
If A is -40, 172, -66, -66, then B is 14, 0.
If A is -75, 17, -99, 156, then B is 38, 16.
If A is -27, 170, -79, -64, then B is 24, 0.
If A is 172, -38, -66, -68, then B is 13, 0.
If A is 118, -91, 79, -107, then B is 32, 7.
If A is 23, 148, -47, -124, then B is 14, 6.
If A is -58, 173, -58, -57, then B is 24, 0.
If A is -54, 173, -59, -61, then B is 18, 0.
If A is -53, 173, -60, -60, then B is 16, 0.
If A is 172, -67, -69, -36, then B is 5, 14.
If A is -90, 161, -76, 5, then B is 0, 24.
If A is 138, -116, 49, -72, then B is 24, 0.
If A is 28, -13, -147, 132, then B is 13, 0.
If A is -144, 139, 1, 3, then B is 29, 0.
If A is 143, -86, 45, -101, then B is 26, 0.
If A is 106, 86, -134, -57, then B is 0, 25.
If A is 173, -59, -55, -59, then B is 3, 25.
If A is 173, -53, -67, -53, then B is 23, 0.
If A is -86, 128, 66, -109, then B is 0, 18.
If A is -78, -66, -26, 170, then B is 7, 10.
If A is -49, -73, 172, -50, then B is 24, 7.
If A is 167, -37, -31, -99, then B is 32, 12.
If A is -85, 155, 22, -91, then B is 23, 0.
If A is 172, -45, -47, -80, then B is 14, 0.
If A is 41, -79, -106, 144, then B is 27, 6.
If A is 173, -55, -58, -61, then B is 15, 0.
If A is 11, -72, 159, -98, then B is 0, 18.
If A is 171, -80, -52, -39, then B is 10, 6.
If A is -14, -81, -72, 167, then B is 11, 5.
If A is -102, 156, 18, -71, then B is 0, 21.
If A is 138, 53, -95, -96, then B is 14, 0.
If A is -54, -57, -62, 173, then B is 12, 14.
If A is -58, 173, -58, -57, then B is 0, 22.
If A is -101, -54, 163, -7, then B is 0, 19.
If A is -75, 67, -119, 126, then B is 0, 21.
If A is -61, -52, 173, -60, then B is 0, 24.
If A is -72, -71, -27, 170, then B is 0, 11.
If A is -26, 149, -131, 7, then B is 22, 0.
If A is 173, -58, -59, -56, then B is 15, 12.
If A is -60, 173, -52, -61, then B is 18, 0.
If A is -35, 171, -84, -52, then B is 20, 0.
If A is 173, -56, -64, -54, then B is 5, 5.
If A is 168, -42, -96, -29, then B is 20, 6.
If A is 147, 37, -100, -84, then B is 26, 10.
If A is 53, 119, -151, -21, then B is 16, 31.
If A is 163, -16, -40, -107, then B is 27, 0.
If A is -67, -21, -81, 169, then B is 0, 12.
If A is 173, -57, -57, -59, then B is 15, 0.
If A is 173, -64, -48, -60, then B is 14, 0.
If A is -58, -58, -56, 173, then B is 0, 10.
If A is -150, 116, -24, 58, then B is 5, 15.
If A is -9, -155, 116, 48, then B is 12, 6.
If A is -51, 28, 147, -123, then B is 21, 0.
If A is -81, 146, -104, 38, then B is 19, 0.
If A is -114, 109, -84, 90, then B is 0, 16.
If A is -26, -144, 130, 40, then B is 27, 0.
If A is -63, -58, -52, 173, then B is 0, 15.
If A is -50, -61, -62, 173, then B is 9, 14.
If A is -66, -1, -96, 163, then B is 23, 10.
If A is -100, -99, 86, 113, then B is 0, 14.
If A is -128, 115, -65, 78, then B is 0, 19.
If A is -6, 7, 141, -142, then B is 24, 0.
If A is -124, -5, -27, 155, then B is 0, 15.
If A is 162, -92, -72, 3, then B is 10, 5.
If A is -92, -83, 156, 18, then B is 8, 10.
If A is -81, -103, 37, 147, then B is 0, 20.
If A is -58, -58, 173, -57, then B is 0, 20.
If A is -41, -75, 172, -56, then B is 0, 16.
If A is -60, -62, -52, 173, then B is 0, 15.
If A is 56, 74, 41, -172, then B is 10, 23.
If A is -66, 63, 128, -124, then B is 17, 0.
If A is 169, -80, -69, -20, then B is 11, 10.
If A is 45, -77, 141, -110, then B is 21, 0.
If A is -57, -58, -58, 173, then B is 12, 3.
If A is -54, -64, 173, -56, then B is 0, 14.
If A is -59, -56, 173, -59, then B is 0, 24.
If A is -84, 145, 41, -101, then B is 0, 26.
If A is 78, 118, -79, -117, then B is 11, 28.
If A is -58, -58, 173, -57, then B is 0, 23.
If A is -61, 172, -42, -69, then B is 21, 0.
If A is -110, 87, 111, -88, then B is 0, 22.
If A is -89, 162, -76, 3, then B is 4, 6.
If A is -57, -59, -58, 173, then B is 27, 18.
If A is -124, -72, 86, 110, then B is 0, 16.
If A is -103, -90, 135, 58, then B is 0, 23.
If A is -58, 21, 152, -115, then B is 20, 0.
If A is -58, -47, 173, -68, then B is 22, 0.
If A is 173, -54, -56, -63, then B is 25, 6.
If A is 172, -69, -34, -68, then B is 13, 0.
If A is -67, -98, 161, 3, then B is 19, 15.
If A is 173, -58, -55, -60, then B is 10, 0.
If A is 151, -89, -92, 30, then B is 11, 5.
If A is 173, -58, -57, -58, then B is 12, 0.
If A is -7, -157, 50, 114, then B is 12, 32.
If A is -55, 173, -59, -59, then B is 14, 0.
If A is 172, -65, -39, -68, then B is 6, 10.
If A is -20, -75, -74, 169, then B is 23, 11.
If A is -58, -81, 171, -32, then B is 8, 28.
If A is -44, -65, -64, 173, then B is 7, 6.
If A is -65, -24, -80, 169, then B is 8, 31.
If A is 106, 94, -97, -103, then B is 16, 0.
If A is -58, 173, -58, -57, then B is 0, 15.
If A is -83, -46, 171, -42, then B is 0, 23.
If A is 170, -56, -84, -30, then B is 5, 6.
If A is 27, -78, -100, 152, then B is 15, 16.
If A is 154, -85, 24, -93, then B is 19, 0.
If A is 147, -18, 4, -134, then B is 19, 0.
If A is 58, -53, 127, -132, then B is 10, 14.
If A is -30, -65, -75, 171, then B is 17, 30.
If A is 173, -50, -68, -56, then B is 12, 12.
If A is 14, 119, 26, -158, then B is 15, 20.
If A is -60, -51, 173, -62, then B is 0, 26.
If A is -38, 172, -66, -68, then B is 37, 15.
If A is -90, 36, 148, -93, then B is 23, 0.
If A is 151, 28, -75, -104, then B is 16, 0.
If A is -59, -53, -61, 173, then B is 0, 21.
If A is -62, -50, 173, -61, then B is 23, 0.
If A is -2, -75, 164, -86, then B is 15, 0.
If A is -32, -72, 171, -67, then B is 29, 8.
If A is -60, -55, 173, -58, then B is 0, 20.
If A is -105, 94, 105, -95, then B is 25, 0.
If A is -51, 173, -51, -70, then B is 20, 0.
If A is -62, -51, -61, 173, then B is 0, 13.
If A is 24, 140, -138, -26, then B is 27, 0.
If A is -59, 173, -59, -55, then B is 0, 18.
If A is -41, 171, -80, -51, then B is 22, 0.
If A is 45, -93, 143, -95, then B is 16, 0.
If A is -61, -107, 12, 157, then B is 11, 43.
If A is -23, -95, -50, 167, then B is 14, 6.
If A is 173, -58, -58, -58, then B is 4, 15.
If A is -41, 171, -85, -44, then B is 11, 14.
If A is -95, 128, -100, 68, then B is 0, 15.
If A is -83, -21, 169, -65, then B is 0, 22.
If A is 132, -79, -113, 60, then B is 0, 15.
If A is 164, -108, -29, -27, then B is 19, 0.
If A is -56, 173, -59, -58, then B is 16, 0.
If A is -58, 173, -58, -58, then B is 0, 23.
If A is -40, 165, -22, -103, then B is 19, 0.
If A is -31, -66, 171, -73, then B is 11, 15.
If A is -69, -54, -49, 173, then B is 24, 20.
If A is -80, -46, 172, -45, then B is 0, 28.
If A is -150, 128, 30, -8, then B is 0, 14.
If A is 106, -96, 93, -104, then B is 19, 0.
If A is -52, -59, 173, -62, then B is 17, 0.
If A is 74, -54, -135, 116, then B is 19, 0.
If A is -58, -56, 173, -58, then B is 21, 0.
If A is 147, 35, -108, -74, then B is 17, 0.
If A is -143, 127, -33, 50, then B is 0, 19.
If A is 166, -99, -50, -17, then B is 8, 10.
If A is -62, 149, -114, 27, then B is 18, 0.
If A is -61, -62, 173, -50, then B is 0, 18.
If A is -67, 81, 113, -127, then B is 22, 0.
If A is -36, -67, -68, 172, then B is 15, 17.
If A is -54, -17, -95, 166, then B is 7, 6.
If A is -35, 171, -53, -82, then B is 10, 14.
If A is -39, -67, -66, 172, then B is 16, 6.
If A is -48, 38, 140, -130, then B is 15, 39.
If A is -81, -97, 25, 153, then B is 0, 14.
If A is -49, -85, -36, 170, then B is 0, 17.
If A is 173, -63, -53, -57, then B is 13, 5.
If A is -39, 73, -145, 110, then B is 0, 18.
If A is 173, -57, -55, -60, then B is 10, 23.
If A is 144, -121, -59, 36, then B is 19, 0.
If A is 58, -27, -149, 117, then B is 8, 19.
If A is -96, 126, -100, 70, then B is 16, 14.
If A is 173, -46, -63, -64, then B is 11, 0.
If A is -68, -68, 172, -35, then B is 0, 10.
If A is -73, -30, 171, -67, then B is 16, 0.
If A is -63, 173, -51, -59, then B is 0, 21.
If A is 19, -76, 156, -98, then B is 19, 0.
If A is -70, 171, -72, -29, then B is 0, 18.
If A is -64, 106, 89, -130, then B is 0, 25.
If A is 160, -67, 6, -99, then B is 10, 9.
If A is -117, 149, 27, -59, then B is 27, 7.
If A is 173, -69, -55, -49, then B is 6, 15.
If A is -92, 32, -90, 150, then B is 0, 18.
If A is -58, 173, -59, -57, then B is 0, 21.
If A is 81, 117, -101, -98, then B is 13, 0.
If A is 84, 100, -148, -36, then B is 21, 0.
If A is 172, -64, -72, -35, then B is 8, 26.
If A is 173, -57, -58, -58, then B is 3, 14.
If A is 76, 121, -98, -99, then B is 14, 29.
If A is -55, -66, 173, -51, then B is 23, 9.
If A is 29, -96, 151, -84, then B is 10, 9.
If A is -68, -86, 167, -13, then B is 0, 15.
If A is -60, 172, -74, -38, then B is 0, 25.
If A is 173, -64, -50, -59, then B is 11, 0.
If A is -36, 172, -67, -68, then B is 11, 10.
If A is 90, -40, -145, 96, then B is 0, 23.
If A is -58, -57, 173, -58, then B is 0, 17.
If A is 171, -58, -37, -77, then B is 6, 17.
If A is 173, -56, -59, -58, then B is 5, 18.
If A is -123, 45, -61, 138, then B is 0, 15.
If A is -66, -40, 172, -66, then B is 0, 16.
If A is -76, -27, -67, 170, then B is 0, 11.
If A is 91, -97, 109, -102, then B is 16, 11.
If A is 128, 39, -148, -19, then B is 26, 13.
If A is -94, 42, -92, 145, then B is 33, 16.
If A is -70, -71, -31, 171, then B is 0, 14.
If A is 62, 132, -92, -102, then B is 26, 19.
If A is -58, -58, -57, 173, then B is 35, 6.
If A is -40, 168, -31, -97, then B is 15, 0.
If A is -20, -68, -81, 169, then B is 6, 7.
If A is 33, 149, -90, -93, then B is 18, 0.
If A is -57, -59, -57, 173, then B is 10, 10.
If A is 171, -71, -71, -29, then B is 11, 11.
If A is -56, 116, -134, 74, then B is 9, 20.
If A is -103, 3, -60, 160, then B is 0, 18.
If A is 171, -60, -76, -35, then B is 13, 19.
If A is -51, -60, -63, 173, then B is 10, 8.
If A is 140, -118, 45, -67, then B is 0, 19.
If A is 173, -62, -66, -45, then B is 23, 12.
If A is 129, -76, -116, 63, then B is 19, 0.
If A is -67, -55, -52, 173, then B is 8, 21.
If A is -58, -58, -58, 173, then B is 20, 7.
If A is -83, -63, -23, 169, then B is 24, 10.
If A is -58, -58, -58, 173, then B is 0, 8.
If A is -112, 155, 15, -58, then B is 0, 18.
If A is 5, -83, 162, -84, then B is 15, 0.
If A is -55, -65, 173, -54, then B is 16, 0.
If A is 169, -90, -37, -43, then B is 27, 10.
If A is -51, -63, 173, -59, then B is 0, 25.
If A is 10, 159, -96, -73, then B is 33, 7.
If A is -40, -72, 172, -60, then B is 22, 15.
If A is -46, -31, -92, 169, then B is 16, 12.
If A is -63, -68, 172, -41, then B is 14, 42.
If A is -93, 71, 125, -103, then B is 28, 0.
If A is -58, -57, -58, 173, then B is 13, 8.
If A is -113, 113, -85, 85, then B is 0, 18.
If A is 112, 85, -79, -118, then B is 27, 0.
If A is 173, -46, -61, -66, then B is 13, 14.
If A is -67, -59, -47, 173, then B is 41, 16.
If A is -47, -48, -77, 172, then B is 0, 13.
If A is 98, -107, -93, 102, then B is 13, 6.
If A is -34, -57, -80, 171, then B is 0, 19.
If A is -53, 16, 153, -116, then B is 0, 27.
If A is 173, -56, -60, -57, then B is 11, 46.
If A is 96, -111, -89, 103, then B is 16, 27.
If A is -47, 173, -61, -65, then B is 18, 0.
If A is -56, -59, 173, -58, then B is 0, 20.
If A is -59, -59, -55, 173, then B is 15, 12.
If A is 172, -72, -63, -37, then B is 10, 13.
If A is -64, 173, -62, -47, then B is 0, 19.
If A is -82, -79, -3, 164, then B is 0, 14.
If A is -74, -76, 168, -18, then B is 78, 10.
If A is 160, -95, 8, -73, then B is 20, 0.
If A is -102, 149, -79, 33, then B is 18, 22.
If A is 173, -58, -56, -59, then B is 9, 0.
If A is 173, -57, -58, -58, then B is 4, 9.
If A is 41, 144, -106, -79, then B is 8, 21.
If A is -23, -62, -84, 169, then B is 0, 17.
If A is -63, -48, 173, -62, then B is 0, 28.
If A is -25, -150, 61, 114, then B is 19, 0.
If A is 155, -91, -86, 22, then B is 11, 6.
If A is 168, -18, -83, -67, then B is 14, 19.
If A is -160, 53, 108, -2, then B is 0, 17.
If A is 173, -60, -52, -61, then B is 8, 10.
If A is 134, -91, -102, 58, then B is 2, 12.
If A is -128, 126, 63, -61, then B is 35, 25.
If A is -91, 133, 60, -102, then B is 0, 17.
If A is -60, -52, -61, 173, then B is 0, 11.
If A is -57, 173, -58, -58, then B is 31, 0.
If A is -13, 167, -78, -76, then B is 30, 12.
If A is -58, 173, -62, -54, then B is 21, 0.
If A is 97, 2, 63, -163, then B is 34, 7.
If A is -57, 173, -60, -56, then B is 12, 27.
If A is 169, -76, -71, -22, then B is 6, 8.
If A is 143, 34, -51, -126, then B is 16, 0.
If A is -59, -59, 173, -55, then B is 0, 17.
If A is 12, -78, -93, 159, then B is 9, 4.
If A is -91, 148, 35, -92, then B is 0, 24.
If A is 173, -55, -58, -61, then B is 15, 0.
If A is 173, -58, -57, -58, then B is 10, 0.
If A is 69, -161, 96, -3, then B is 13, 10.
If A is 38, -115, -67, 144, then B is 11, 7.
If A is -45, 168, -93, -30, then B is 0, 19.
If A is 170, -38, -46, -86, then B is 17, 0.
If A is -63, 171, -32, -76, then B is 0, 24.
If A is -100, 159, -68, 9, then B is 0, 23.
If A is -122, -75, 105, 92, then B is 0, 16.
If A is -110, 56, -81, 135, then B is 0, 19.
If A is -3, 164, -81, -80, then B is 0, 11.
If A is -102, 29, -78, 151, then B is 0, 17.
If A is 172, -47, -73, -52, then B is 11, 19.
If A is 167, -99, -29, -38, then B is 15, 0.
If A is -47, -5, -109, 161, then B is 17, 24.
If A is -99, 156, -75, 18, then B is 20, 0.
If A is 166, -49, -98, -19, then B is 18, 13.
If A is -53, -47, -72, 172, then B is 0, 16.
If A is 173, -53, -60, -59, then B is 6, 13.
If A is 167, -63, -15, -89, then B is 16, 0.
If A is -20, 169, -78, -71, then B is 13, 12.
If A is -122, 8, -39, 153, then B is 30, 36.
If A is 160, -89, 9, -80, then B is 16, 0.
If A is -55, -59, 173, -59, then B is 20, 0.
If A is -87, 3, 162, -78, then B is 0, 26.
If A is -54, 173, -56, -63, then B is 0, 18.
If A is 173, -62, -47, -64, then B is 18, 17.
If A is -59, -55, 173, -59, then B is 0, 17.
If A is -75, -50, -47, 172, then B is 16, 8.
If A is -53, -89, -27, 169, then B is 0, 17.
If A is 173, -58, -58, -58, then B is 8, 0.
If A is -52, 173, -60, -61, then B is 0, 20.
If A is 173, -59, -56, -59, then B is 10, 0.
If A is 99, -154, 78, -23, then B is 15, 43.
If A is 161, 5, -85, -82, then B is 14, 0.
If A is 159, -77, -93, 11, then B is 23, 7.
If A is -110, -41, -11, 162, then B is 12, 30.
If A is -45, -60, 173, -68, then B is 18, 13.
If A is 59, -118, -73, 131, then B is 0, 20.
If A is 74, -130, -61, 117, then B is 21, 0.
If A is 81, 95, -155, -22, then B is 15, 8.
If A is -44, 173, -64, -65, then B is 18, 0.
If A is 86, -130, 108, -64, then B is 9, 5.
If A is -59, -64, 173, -49, then B is 0, 22.
If A is 47, -132, -49, 134, then B is 17, 0.
If A is -70, -69, 171, -32, then B is 0, 23.
If A is 5, -82, -84, 162, then B is 5, 7.
If A is -86, -82, 8, 160, then B is 0, 17.
If A is -43, -66, 172, -64, then B is 21, 0.
If A is 167, -72, -81, -14, then B is 14, 7.
If A is -66, -126, 120, 72, then B is 0, 15.
If A is -86, -74, -4, 164, then B is 0, 15.
If A is -52, 173, -60, -61, then B is 15, 0.
If A is 95, -52, -138, 95, then B is 16, 13.
If A is -51, -54, -68, 173, then B is 22, 9.
If A is -27, -76, 170, -67, then B is 24, 0.
If A is -142, 74, 112, -43, then B is 0, 20.
If A is -84, -14, 167, -69, then B is 17, 0.
If A is -63, -62, 173, -47, then B is 0, 18.
If A is -69, -51, -53, 173, then B is 0, 14.
If A is 166, -66, -11, -89, then B is 17, 0.
If A is -85, -76, 164, -4, then B is 0, 16.
If A is -94, 82, -104, 116, then B is 0, 15.
If A is 132, 11, 6, -150, then B is 19, 30.
If A is 159, -85, 12, -86, then B is 13, 0.
If A is -64, -61, -47, 173, then B is 0, 13.
If A is 55, -112, -79, 135, then B is 16, 11.
If A is -58, -58, -57, 173, then B is 7, 9.
If A is -103, -84, 43, 143, then B is 28, 8.
If A is -117, 158, -6, -36, then B is 0, 10.
If A is 109, 91, -105, -95, then B is 19, 0.
If A is -95, -103, 75, 122, then B is 17, 6.
If A is -88, -107, 67, 128, then B is 11, 34.
If A is -10, -65, 166, -91, then B is 0, 18.
If A is 173, -64, -57, -52, then B is 9, 8.
If A is -61, 173, -63, -49, then B is 0, 17.
If A is 172, -71, -62, -38, then B is 14, 0.
If A is -106, -77, 37, 146, then B is 0, 18.
If A is 0, -81, -83, 163, then B is 10, 7.
If A is 6, -27, 150, -129, then B is 0, 18.
If A is -67, -77, -26, 170, then B is 0, 18.
If A is -59, 173, -55, -60, then B is 29, 0.
If A is -48, -84, -39, 171, then B is 19, 15.
If A is -56, -59, -58, 173, then B is 0, 12.
If A is -19, -80, -69, 169, then B is 14, 4.
If A is 173, -58, -58, -58, then B is 10, 0.
If A is 173, -60, -47, -66, then B is 11, 0.
If A is -102, 151, 29, -77, then B is 0, 18.
If A is -59, -60, -54, 173, then B is 0, 14.
If A is -79, -78, 166, -10, then B is 12, 15.
If A is -20, -101, 166, -44, then B is 13, 11.
If A is 150, -121, 21, -50, then B is 0, 19.
If A is 173, -62, -51, -59, then B is 12, 0.
If A is -73, -3, -88, 164, then B is 0, 16.
If A is -86, 156, 18, -89, then B is 22, 0.
If A is -5, -83, 165, -77, then B is 23, 0.
If A is -81, -66, -22, 169, then B is 34, 9.
If A is -57, -58, 173, -59, then B is 11, 14.
If A is -17, -115, 160, -28, then B is 9, 16.
If A is -98, 128, -98, 67, then B is 0, 12.
If A is -93, 53, -97, 138, then B is 0, 14.
If A is -58, -58, -58, 173, then B is 11, 10.
If A is 123, -108, -89, 73, then B is 25, 25.
If A is 173, -58, -57, -58, then B is 7, 7.
If A is 173, -57, -57, -59, then B is 13, 0.
If A is -69, -64, -39, 172, then B is 0, 9.
If A is -53, 173, -60, -60, then B is 15, 18.
If A is -136, 136, 37, -37, then B is 0, 19.
If A is -54, 173, -51, -68, then B is 20, 0.
If A is -154, 98, 78, -21, then B is 24, 0.
If A is 83, 116, -104, -95, then B is 14, 0.
If A is -70, -29, -72, 171, then B is 0, 25.
If A is -4, -100, 163, -59, then B is 19, 0.
If A is 126, -145, -29, 48, then B is 17, 0.
If A is -55, 171, -81, -35, then B is 0, 18.
If A is -64, -56, 173, -54, then B is 0, 19.
If A is 173, -60, -54, -59, then B is 11, 0.
If A is -63, -62, 173, -47, then B is 0, 15.
If A is 166, -96, -13, -56, then B is 10, 11.
If A is 173, -50, -62, -62, then B is 10, 0.
If A is -76, 171, -34, -61, then B is 27, 0.
If A is 167, -98, -34, -35, then B is 14, 6.
If A is -47, -63, 173, -63, then B is 60, 19.
If A is -97, -102, 84, 115, then B is 7, 12.
If A is -57, 173, -59, -58, then B is 0, 17.
If A is 168, -15, -71, -81, then B is 7, 5.
If A is -54, -58, 173, -61, then B is 18, 0.
If A is -71, -32, -68, 171, then B is 0, 13.
If A is 173, -56, -58, -58, then B is 12, 0.
If A is -90, 63, -104, 131, then B is 9, 24.
If A is 172, -55, -39, -78, then B is 21, 0.
If A is 161, -78, -89, 6, then B is 17, 35.
If A is -98, -99, 74, 123, then B is 0, 14.
If A is -60, -60, 173, -53, then B is 15, 14.
If A is -42, -136, 134, 43, then B is 10, 11.
If A is -58, -58, 173, -57, then B is 0, 18.
If A is -97, 131, 64, -97, then B is 27, 0.
If A is -57, -58, 173, -58, then B is 19, 0.
If A is -58, 173, -57, -58, then B is 26, 0.
If A is -61, 173, -55, -58, then B is 0, 24.
If A is -79, 168, -16, -73, then B is 19, 0.
